TOTALNUMBEROFRECIPIENTS,TOTALNUMBEROFCLAIMS,TOTALDOLLARAMOUNTOFCLAIMS,PROVIDERNAME,PROVIDER TYPE,PROVIDER PRIMESSPECIALTY,PROVIDER ADDR STREET1,PROVIDER ADDR STREET2,PROVIDER ADDR CITY,PROVIDER ADDR STATE,PROVIDER ZIP CODE,PROVIDER GEO LATITUDE,PROVIDER GEO LONGITUDE,DOMINANTDIAGNOSIS
59,75,6984,FORT WAYNE CARDIOLOGY,Physician,Cardiologist,500 WEST VOTAW STREET,,PORTLAND,IN,47371,40.439371,-84.98407,"Chest pain, unspecified                                                                             "
3417,34395,4341608,UNITY OF INDIANA,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),3209 W SMITH VALLEY RD,STE 137,GREENWOOD,IN,46142,39.605821,-86.163299,"Illness, unspecified                                                                                "
22,42,3129,FRANCISCAN PHYSICIAN NETWORK,Physician,Orthopedic Surgeon,759 45TH AVE STE 201,,MUNSTER,IN,46321,41.539679,-87.509996,Type 2 diabetes mellitus with foot ulcer
217,391,20157,WOMENS HEALTH ADVANTAGE,Physician,Obstetrician/Gynecologist,2518 E DUPONT RD,,FORT WAYNE,IN,46825,41.173609,-85.106941,Encntr for routine child health exam w/o abnormal findings
97,129,7612,IU HEALTH MORGAN PHYSICIANS LLC,Clinic,Medical Clinic,2209 JOHN R WOODEN DR,,MARTINSVILLE,IN,46151,39.424899,-86.405959,Encntr for routine child health exam w/o abnormal findings
60,280,1911,BATESVILLE MEDICAL SPECIALTIES,Physician,General Internist,374 NORTHSIDE DR STE D,,BATESVILLE,IN,47006,39.311531,-85.213098,Essential (primary) hypertension
72,116,8979,JANE PAULEY COMMUNITY HEALTH CENTER INC,Clinic,Federally Qualified Health Clinic (FQHC),1200 W MCKAY RD,,SHELBYVLLE,IN,46176,39.504652,-85.793479,Generalized anxiety disorder
34,291,290208,JOYS HOUSE (WAIVER),Waiver Provider,Aged & Disabled Waiver (A&D),2028 E BROAD RIPPLE AVE,,INDIANAPOLIS,IN,46220,39.86866,-86.12587,
31,50,3859,OSSIP OPTOMETRY-MERRILLVILLE,Optometrist,Optometrist,279 W 80TH PL,,MERRILLVILLE,IN,46410,41.473397,-87.338786,"Myopia, bilateral                                                                                   "
29,160,10330,FAMILY SVC ASSOC OF THE WABASH VLY INC,Mental Health Provider,Outpatient Mental Health Clinic,1111 WABASH AVE,,TERRE HAUTE,IN,47807,39.467291,-87.400681,Oppositional defiant disorder
36,2264,751917,TENDER LOVE HOME SERVICES LLC,Waiver Provider,Aged & Disabled Waiver (A&D),7895 BROADWAY STE L,,MERRILLVILLE,IN,46410,41.475347,-87.335923,"Illness, unspecified                                                                                "
1553,2638,1436136,GOSHEN GENERAL HOSPITAL,Hospital,Acute Care,200 HIGH PARK AVE,,GOSHEN,IN,46526,41.56433,-85.829567,"Acute upper respiratory infection, unspecified                                                      "
41,428,1225939,NEW HARMONIE HEALTHCARE CENTER,Extended Care Facility,Nursing Facility,251 HIGHWAY 66,,NEW HARMONY,IN,47631,38.132982,-87.901217,Dementia in oth diseases classd elswhr w behavioral disturb
1004,1506,3652,REID HEALTH,Physician,Cardiologist,1100 REID PKWY,,RICHMOND,IN,47374,39.862818,-84.885379,"Chest pain, unspecified                                                                             "
4516,8730,745817,"ST VINCENT MEDICAL GROUP, INC",Physician,Cardiovascular Surgeon,10590 NORTH MERIDIAN STREET,105,INDIANAPOLIS,IN,46290,39.941475,-86.157883,Encntr for routine child health exam w/o abnormal findings
28,998,254218,NURSES AND MORE INC,Waiver Provider,Aged & Disabled Waiver (A&D),8925 N MERIDIAN ST STE 105,,INDIANAPOLIS,IN,46260,39.917687,-86.15756,Multiple sclerosis
22,44,1210,ADVANCED SURGERY OF INDIANA,Physician,Allergist,6470 N SHADELAND AVE,SUITE D,INDIANAPOLIS,IN,46220,39.875586,-86.04598,Unspecified abdominal pain
647,2054,120420,MERIDIAN HEALTH SERVICES CORP,Mental Health Provider,Outpatient Mental Health Clinic,2506 WILLOWBROOK PKWY STE 102,,INDIANAPOLIS,IN,46205,39.84239,-86.120645,Generalized anxiety disorder
22,22,2662,WELAGE                   THOMAS       E,Optometrist,Optometrist,946 E MAIN ST,,GREENSBURG,IN,47240,39.336686,-85.471077,"Myopia, bilateral                                                                                   "
1308,2671,247726,WITHAM CONVENIENT CARE,Physician,General Practitioner,400 N MT ZION ROAD,,LEBANON,IN,46052,40.04477,-86.49142,Encounter for routine child health exam w abnormal findings
25,54,1920,KIDNEY DOCTORS OF KENTUCKIANA PLLC,Physician,Nephrologist,1035 WALL STREET,STE 103,JEFFERSONVILLE,IN,47130,38.280488,-85.745355,End stage renal disease
3276,29128,2465073,J&B MEDICAL SUPPLY CO INC,DME/Medical Supply Dealer,DME/Medical Supply Dealer,50496 W PONTIAC TRAIL,,WIXOM,MI,48393,42.524011,-83.549333,Unspecified urinary incontinence
65,862,1527608,MCCORMICKS CRK REHAB & SKILLED NURSING,Extended Care Facility,Nursing Facility,210 STATE HIGHWAY 43,,SPENCER,IN,47460,39.27914,-86.72254,Essential (primary) hypertension
53,1775,1137074,HOME SERVICES UNLIMITED INC,Home Health Agency,Home Health Agency,7750 N MICHIGAN RD,,INDIANAPOLIS,IN,46268,39.89275,-86.213616,Type 2 diabetes mellitus without complications
433,586,19765,COMMUNITY ANESTHESIA ASSOCIATES PC,Physician,Anesthesiologist,8040 CLEARVISTA PKWY,,INDIANAPOLIS,IN,46256,39.901631,-86.037888,"Dysphagia, unspecified                                                                              "
33,50,1927,COMMUNITY PHYSICIANS OF INDIANA INC,Clinic,Medical Clinic,3750 N GUION ROAD,STE 185,INDIANAPOLIS,IN,46222,39.822292,-86.220359,Essential (primary) hypertension
348,376,29345,COMMUNITY PHYSICIANS OF INDIANA INC,Physician,General Internist,3630 GUION ROAD,,INDIANAPOLIS,IN,46222,39.820754,-86.221019,Encntr for routine child health exam w/o abnormal findings
136,4493,166324,WRFS SERVICES LLC,Mental Health Provider,Outpatient Mental Health Clinic,5233 S 50 E,,WABASH,IN,46992,40.751517,-85.780852,Oppositional defiant disorder
136,7170,730096,ARC BRIDGES INC,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),9600 KENNEDY AVE,,HIGHLAND,IN,46322,41.53932,-87.46156,"Illness, unspecified                                                                                "
42,61,14460,COMMUNITY CARE NETWORK INC,Physician,General Internist,4321 FIR STREET,,EAST CHICAGO,IN,46312,41.634344,-87.44842,"Urinary tract infection, site not specified                                                         "
478,629,70882,CITY OF LAWRENCE FIRE DEPARTMENT,Transportation Provider,Ambulance,9001 E 59TH ST STE 203,,INDIANAPOLIS,IN,46216,39.86262,-86.0105,"Altered mental status, unspecified                                                                  "
1892,2423,37825,"FOUNDATION RADIOLOGY GROUP, PC",Physician,Radiologist,520 SOUTH SEVENTH STREET,,VINCENNES,IN,47591,38.673778,-87.532514,Unspecified abdominal pain
106,1758,170547,STAR MOBILITY TRANSPORTATION LLC,Transportation Provider,Common Carrier (Ambulatory),226 E COLLINS RD STE D,,FORT WAYNE,IN,46825,41.121809,-85.139268,"Illness, unspecified                                                                                "
139,248,34868,UNIVERSITY PEDIATRIC ASSOC INC,Clinic,Medical Clinic,11700 N MERIDIAN ST,,CARMEL,IN,46032,39.955865,-86.157923,"Pneumonia, unspecified organism                                                                     "
28,39,4173,METHODIST PHYSICIANS GROUP,Clinic,Medical Clinic,600 GRANT ST ROOM 1R,,GARY,IN,46402,41.60371,-87.33717,Essential (primary) hypertension
159,2646,764212,CAREGIVERS HOME CARE INC.,Home Health Agency,Home Health Agency,3536 N WASHINGTON BLVD,,INDIANAPOLIS,IN,46205,39.81694,-86.152066,Muscle weakness (generalized)
1601,3852,18809,UNITED STATES MEDICAL SUPPLY LLC,DME/Medical Supply Dealer,DME/Medical Supply Dealer,8260 NW 27TH STREET #401,,MIAMI,FL,33122,25.8006,-80.3206,Type 2 diabetes mellitus without complications
25,199,11222,"ROSE MARIE PFEIFFER, LCSW",Mental Health Provider,Health Service Provider in Psychology (HSPP),2901 OHIO BLVD,STE 145,TERRE HAUTE,IN,47803,39.46539,-87.37415,"Major depressive disorder, single episode, unspecified                                              "
35,169,2619,GIL DRUGS,Pharmacy,Pharmacy,52 LINCOLNWAY,,VALPARAISO,IN,46383,41.467779,-87.06034,"Chronic obstructive pulmonary disease, unspecified                                                  "
67,255,147549,NATIONAL SEATING & MOBILITY INC,DME/Medical Supply Dealer,DME/Medical Supply Dealer,2626 KOTTER AVE,STE C,EVANSVILLE,IN,47715,37.998152,-87.481667,"Cerebral palsy, unspecified                                                                         "
63,163,4405,WILLIAMS                 DERRICK      A,Physician,General Internist,1910 W ROYALE DR,,MUNCIE,IN,47304,40.216033,-85.408492,Type 2 diabetes mellitus without complications
116,194,12930,HAGERSTOWN FAMILY PRACTICE,Physician,Family Practitioner,4829 N STATE ROAD 1,,HAGERSTOWN,IN,47346,39.894824,-85.1436,Encntr for routine child health exam w/o abnormal findings
22,116,3444,CVS PHARMACY #07653,Pharmacy,Pharmacy,5120 WESTON RD,,EVANSVILLE,IN,47712,37.977178,-87.637158,Type 2 diabetes mellitus without complications
132,248,4270,DEACONESS PULMONARY CRITICAL CARE GATEW,Clinic,Medical Clinic,4015 GATEWAY BLVD STE 2121,,NEWBURGH,IN,47630,37.97635,-87.442919,"Chronic obstructive pulmonary disease, unspecified                                                  "
25,35,395,LOUISVILLE ONCOLOGY,Physician,General Internist,301 GORDON GUTMANN BLVD,STE 301,JEFFERSONVLLE,IN,47130,38.28311,-85.75074,"Anemia, unspecified                                                                                 "
56,851,1788069,MILLERS MERRY MANOR,Extended Care Facility,Nursing Facility,505 W WOLFE ST,,SULLIVAN,IN,47882,39.10289,-87.417076,"Alzheimer's disease, unspecified                                                                    "
35,627,543260,COMMUNITY INTEGRATION SUPPORT SERVICES,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),7560 OLD TRAILS RD,,INDIANAPOLIS,IN,46219,39.771793,-86.03416,Mild intellectual disabilities
61,180,13085,VANDERPOOL               PATRICIA     J,Advanced Practice Nurse,Family Nurse Practitioner,975 E LAKE CREST AVE,,NEW CASTLE,IN,47362,39.992741,-85.366067,Essential (primary) hypertension
728,1870,172398,KIDS CARE PC,Physician,General Pediatrician,202 WALNUT ST,,LAWRENCEBURG,IN,47025,39.093425,-84.848649,Encntr for routine child health exam w/o abnormal findings
57,75,8367,ST FRANCIS MEDICAL GROUP LLC,Physician,General Internist,12188B N MERIDIAN ST STE 200,,CARMEL,IN,46032,39.966286,-86.158379,Essential (primary) hypertension
2796,4712,36846,RADIOLOGY ASSOCIATES INC-SPRING ST,Physician,Radiologist,1214 SPRING STREET,SUITE 2,JEFFERSONVILLE,IN,47130,38.28192,-85.747511,"Chest pain, unspecified                                                                             "
37,181,3078,CVS PHARMACY #6808,Pharmacy,Pharmacy,10 N STATE ST,,NORTH VERNON,IN,47265,39.003722,-85.626872,Type 2 diabetes mellitus without complications
163,6817,1792672,FOUR COUNTY COUNSELING CENTER,Mental Health Provider,Outpatient Mental Health Clinic,421 12TH STREET,,LOGANSPORT,IN,46947,40.757385,-86.355456,"Schizophrenia, unspecified                                                                          "
224,1606,166163,CENTER FOR NEUROBEHAVIORAL SERVICES INC,Mental Health Provider,Outpatient Mental Health Clinic,3010 E STATE BLVD,,FORT WAYNE,IN,46805,41.09729,-85.101036,Generalized anxiety disorder
69,514,22465,GIBSON COUNTY COUNCIL ON AGING-TRANS,Transportation Provider,Common Carrier (Non-ambulatory),212 S RICHLAND CREEK DR,,PRINCETON,IN,47670,38.353441,-87.59373,
458,570,46372,COMMUNITY PHYSICIANS OF INDIANA INC,Physician,General Pediatrician,10122 EAST 10TH ST STE 240,,INDIANAPOLIS,IN,46229,39.782325,-85.988133,Encntr for routine child health exam w/o abnormal findings
55,2287,1761422,WOODLAND MANOR,Extended Care Facility,Nursing Facility,343 S NAPPANEE ST,,ELKHART,IN,46514,41.681743,-86.003378,Essential (primary) hypertension
2578,4663,419589,WINDROSE HEALTH NETWORK-EPLER PARKE,Clinic,Federally Qualified Health Clinic (FQHC),5550 S EAST ST,SUITE C,INDIANAPOLIS,IN,46227,39.685029,-86.148954,Encntr for routine child health exam w/o abnormal findings
53,639,1533844,PERSONAL QUALITY CARE INC (WVR),Waiver Provider,Aged & Disabled Waiver (A&D),6775 STATE ROAD 158,,BEDFORD,IN,47421,38.867816,-86.571725,"Illness, unspecified                                                                                "
63,146,1903,CVS PHARMACY #6572,Pharmacy,Pharmacy,1375 W 86TH ST,,INDIANAPOLIS,IN,46260,39.912158,-86.183524,Type 2 diabetes mellitus without complications
25,27,1580,ST VINCENT MEDICAL GROUP INC,Physician,Family Practitioner,12708 E 116TH ST,,FISHERS,IN,46037,39.957706,-85.942992,Encntr for routine child health exam w/o abnormal findings
65,1230,456129,COMFORCARE SENIOR SERVICES,Waiver Provider,Aged & Disabled Waiver (A&D),5915 S EMERSON AVE #600,,INDIANAPOLIS,IN,46237,39.681678,-86.08252,"Illness, unspecified                                                                                "
53,115,1380,C & I MEDICAL LLC,Physician,General Internist,1910 W ROYALE DR,,MUNCIE,IN,47304,40.216033,-85.408492,Type 2 diabetes mellitus without complications
41,43,5479,AIT LABORATORIES,Laboratory,Independent Lab,1500 INTERSTATE 35 W,,DENTON,TX,76207,33.21931,-97.1812,Low back pain
69,451,1549987,PARKER HEALTH CARE & REHAB CENTER,Extended Care Facility,Nursing Facility,359 RANDOLPH ST,,PARKER CITY,IN,47368,40.187393,-85.201568,Unspecified dementia without behavioral disturbance
29,97,9589,ROBINSON                 FLOYD        F,Mental Health Provider,Health Service Provider in Psychology (HSPP),LIBERTY PSYCHOLOGICAL SERVICES,3630 MEADOWS DRIVE,MARTINSVILLE,IN,46151,39.44747,-86.41721,"Major depressive disorder, recurrent, moderate                                                      "
29,105,12123,GROFF HSPP               MARTIN       G,Mental Health Provider,Health Service Provider in Psychology (HSPP),9240 N MERIDIAN ST STE 320,,INDIANAPOLIS,IN,46260,39.921627,-86.158,"Anxiety disorder, unspecified                                                                       "
128,1138,412255,KEN NELSON BEHAVIOR SERVICES,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),508 E WARRICK,,OWENSVILLE,IN,47665,38.27395,-87.71461,"Illness, unspecified                                                                                "
28,185,32464,HILLTOP TAXI MEDICAL TRANSPORT LLC,Transportation Provider,Common Carrier (Ambulatory),201 PLUM ST,NULL,MADISON,IN,47250,38.73626,-85.38955,"Illness, unspecified                                                                                "
53,67,4962,CARDIOTHORACIC SURGERY OF LOUISVILLE,Physician,Cardiologist,630 BROADWAY ST,STE 1A,MADISON,IN,47250,38.739166,-85.38246,Essential (primary) hypertension
104,357,4853,CARDINAL FOOT & ANKLE ASSOCIATES,Podiatrist,Podiatrist,3400 W PURDUE AVE,,MUNCIE,IN,47304,40.223829,-85.426559,Type 2 diabetes mellitus without complications
46,176,12751,ST VINCENT PHYSICIAN SVS,Physician,Family Practitioner,1907 W SYCAMORE ST,,KOKOMO,IN,46901,40.487215,-86.155483,"Sepsis, unspecified organism                                                                        "
27,203,423440,SANCTUARY AT ST PAULS,Waiver Provider,Aged & Disabled Waiver (A&D),3602 S IRONWOOD DR,,SOUTH BEND,IN,46614,41.639244,-86.21558,Ill-defined and unknown cause of mortality
61,584,305429,JULIE MORTON LLC,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),6333 W TARKINGTON LN,,BLOOMINGTON,IN,47403,39.046719,-86.615729,"Illness, unspecified                                                                                "
152,155,16314,HOOSIER EYE DOCTOR INC,Optometrist,Optometrist,4719 W STATE ROAD 46,,BLOOMINGTON,IN,47404,39.216307,-86.595317,"Hypermetropia, bilateral                                                                            "
32,480,203425,INDEPENDENCE PERSONAL CARE LLC,Waiver Provider,Aged & Disabled Waiver (A&D),8282 S NINEVEH RD,,NINEVEH,IN,46164,39.35485,-86.09172,Ill-defined and unknown cause of mortality
112,127,13156,"JOHN R WADE OD, INC",Optometrist,Optometrist,1049 STATE RD 229 N,,BATESVILLE,IN,47006,39.311072,-85.213121,"Myopia, bilateral                                                                                   "
268,397,25636,ST. VINCENT MEDICAL GROUP INC,Physician,General Practitioner,2415B MITCHELL RD,,BEDFORD,IN,47421,38.851562,-86.492241,Encntr for routine child health exam w/o abnormal findings
22,50,3145,GIBSON GENERAL HOSPITAL,Physician,Family Practitioner,510 N MAIN ST,,PRINCETON,IN,47670,38.359242,-87.567428,Encntr for routine child health exam w/o abnormal findings
474,1029,53990,COMMUNITY HOSPITAL OF BREMEN,Hospital,Acute Care,1020 HIGH RD,,BREMEN,IN,46506,41.45728,-86.15903,Type 2 diabetes mellitus without complications
53,1809,1250484,YORKTOWN MANOR,Extended Care Facility,Nursing Facility,2000 S ANDREWS RD,,YORKTOWN,IN,47396,40.17635,-85.48076,Unspecified dementia without behavioral disturbance
